Year,Region,Industry_Sector,CO2_Emissions_Metric_Tons,Methane_Emissions_Metric_Tons,Nitrous_Oxide_Emissions_Metric_Tons,Total_Energy_Consumption_MWh,Renewable_Energy_Consumption_MWh,Non_Renewable_Energy_Consumption_MWh,Total_Waste_Generated_Tons,Recycling_Rate_Percentage,CO2_Reduction_Target_Achieved_Percentage,Renewable_Energy_Goal_Achieved_Percentage,Waste_Reduction_Target_Achieved_Percentage
2002,North America,Retail,2428692,51682,17956,976655,291790,588800,16777,83,23,25,13
2011,Asia,Manufacturing,2238123,41876,13902,849201,227630,629319,6646,75,33,18,14
2020,Oceania,Construction,1883189,64532,16042,974655,175208,273102,28479,49,42,38,27
2013,North America,Construction,2204733,53549,19671,708232,225821,518809,30556,89,15,35,16
2014,South America,Agriculture,2440417,45152,13316,818367,136989,682231,22902,57,44,15,32
2018,Oceania,Transportation,2147245,49652,7485,387941,233244,725352,15652,94,14,15,14
2018,Asia,Manufacturing,2763927,43186,10820,657120,231620,367719,32347,77,39,23,25
2004,Oceania,Construction,2761477,25021,14097,511432,284107,321149,34343,43,9,32,25
2009,North America,Retail,3072719,36119,25445,604439,257118,422270,21668,66,13,35,20
2010,South America,Energy,3710576,17132,7845,750560,287723,525049,19328,51,48,35,20
2004,Europe,Manufacturing,1480048,30724,20307,114397,245616,310577,24681,52,27,24,13
2002,Oceania,Transportation,3230131,54213,21699,536175,270804,527894,20602,48,48,17,15
2021,South America,Transportation,3796816,28923,11810,537794,188566,452440,26268,69,30,39,23
2004,North America,Retail,1904711,37070,5877,860673,234511,618083,29639,55,6,34,16
2011,Europe,Manufacturing,1966799,75515,9175,152778,221557,458040,20292,83,33,12,29
2002,Africa,Manufacturing,460848,51238,20371,368600,154691,190696,18609,63,14,13,28
2013,Europe,Construction,2194648,48671,12708,495268,285249,609214,9202,52,10,37,22
2013,Africa,Manufacturing,2632246,49227,20763,891157,239938,620063,29048,68,21,24,24
2008,South America,Manufacturing,2665286,83788,13005,745177,319906,175087,24550,55,21,36,23
2002,North America,Construction,1566698,48431,9193,444306,288424,345722,11752,81,33,14,10
2001,Asia,Retail,1227657,61398,14404,1107008,181375,472836,34181,67,35,20,20
2015,Africa,Retail,2458906,15653,15178,527339,354004,516118,22226,42,32,12,26
2001,Oceania,Agriculture,1376388,85094,16630,981038,206427,140109,25875,56,39,11,11
2013,Europe,Agriculture,2013493,30540,15172,1452321,33557,532485,15717,57,24,26,28
2016,Oceania,Transportation,1602310,53187,18499,700161,18780,447698,27819,79,18,13,23
2007,Asia,Energy,2475680,47192,9771,667550,172270,361175,25384,68,16,39,28
2010,Asia,Energy,1130197,66584,15954,851759,141356,468032,23539,83,29,30,31
2004,Africa,Transportation,1783867,56023,12435,437857,121490,241943,14049,76,38,36,23
2005,South America,Energy,866425,92456,20094,751839,103025,355149,26251,54,26,17,13
2005,Asia,Retail,1203725,62150,10780,630328,212968,-56324,16907,58,25,33,12
2001,North America,Energy,2815549,70718,19408,785276,452407,509977,35593,57,22,37,27
2018,Oceania,Transportation,909625,69853,12571,289753,202874,319373,43370,78,35,20,17
2005,Oceania,Manufacturing,2344767,66516,15493,1004446,152175,529845,27136,91,21,28,22
2001,Oceania,Construction,1452780,78394,18438,1012524,308898,611147,13415,83,32,19,19
2021,Asia,Agriculture,757970,75994,7364,973116,16126,189536,12776,80,22,15,23
2014,Oceania,Retail,1803841,37256,14452,946809,143727,688818,26331,69,14,23,11
2008,Oceania,Agriculture,2941073,57297,11790,642238,133941,488730,25451,70,17,25,33
2016,South America,Agriculture,814938,57470,6424,229587,275781,694727,31760,60,25,23,19
2006,Africa,Manufacturing,1769778,62354,15594,597792,239128,758233,31055,57,20,10,32
2016,Oceania,Retail,560435,31027,6681,894251,154935,589541,39673,47,47,26,15
2013,Europe,Transportation,2437509,50111,19681,465937,145942,445230,13104,84,34,26,15
2004,Europe,Manufacturing,1260195,26776,21147,528640,307579,589372,14331,57,35,14,19
2020,South America,Energy,2226300,71351,15203,780227,356251,491781,44286,88,15,26,18
2013,South America,Manufacturing,583536,48640,10329,783195,100266,348104,17861,86,43,36,12
2000,South America,Transportation,1402658,37808,16651,802832,136344,466192,28327,62,24,28,27
2008,Asia,Retail,1380525,49047,17878,1204897,189122,399682,18663,45,40,39,15
2014,Asia,Energy,2153814,56990,10751,865175,183507,250139,18428,70,44,21,34
2005,South America,Agriculture,1361783,30535,15988,1100351,368674,495098,24501,73,5,14,32
2018,North America,Construction,2609616,4023,13042,1133843,131520,641230,43935,49,20,30,24
2017,South America,Manufacturing,2256853,30511,7347,556693,263109,430662,18556,61,5,20,18
2011,Africa,Retail,2519667,54051,20419,269467,145657,545959,39476,82,8,20,24
2020,Africa,Construction,1782619,78134,13654,519641,248993,462789,48229,82,34,30,12
2003,Oceania,Construction,2108160,51476,17952,867587,135536,640927,18933,59,20,10,21
2017,North America,Retail,3126391,41794,7021,797372,98733,469761,29277,55,6,21,23
2006,Oceania,Manufacturing,1448644,55954,15049,962176,182172,710735,37702,81,42,32,31
2019,South America,Transportation,263846,67679,14096,754418,253137,556494,17017,54,6,29,29
2017,North America,Retail,431963,53143,10129,447686,330032,328037,44243,63,30,18,10
2001,Europe,Agriculture,2324798,27990,8390,766926,160552,702471,18516,94,29,23,19
2005,North America,Retail,3609425,54588,7106,490209,202914,580740,12084,67,25,35,27
2001,Europe,Manufacturing,2424780,84603,10705,584973,199922,168413,38087,65,29,28,14
2012,Africa,Retail,1659497,69736,17880,720561,142527,783335,50012,78,40,32,21
2015,Oceania,Retail,2839177,63733,19559,280995,243727,577114,7121,76,5,17,12
2008,South America,Retail,2047967,57333,16281,335001,338869,498713,16482,41,15,36,15
2016,North America,Construction,3491682,56358,15493,1179037,223373,515085,28267,52,38,13,12
2022,North America,Energy,1672592,75610,20180,501751,100247,458608,28225,84,23,24,31
2007,Oceania,Manufacturing,195087,48542,12026,992708,186479,891233,22813,88,18,15,27
2022,Oceania,Manufacturing,2312278,60119,22950,457333,198079,684968,38263,68,5,19,22
2011,South America,Energy,1828027,44281,7983,922274,222310,987901,15134,46,49,28,12
2005,Oceania,Agriculture,1784337,51538,18634,754130,209390,283282,29014,67,21,30,13
2011,Asia,Agriculture,2641432,60536,16611,193986,189993,144229,12243,89,13,36,29
2005,Africa,Construction,1264228,45584,9595,946451,176392,448110,32008,66,12,26,22
2000,Africa,Transportation,1330263,76249,6336,1221369,143974,254867,18709,47,31,20,30
2000,Africa,Energy,1135974,25040,15495,567178,183488,576841,5985,58,31,31,33
2004,Europe,Transportation,2734387,77508,17024,661170,200449,604121,32161,42,26,30,32
2010,Africa,Retail,1615292,38770,14884,1212081,157129,682670,48102,90,23,17,24
2003,Oceania,Energy,1960173,66436,16153,297438,262600,575175,12362,54,24,31,28
2006,Oceania,Manufacturing,2120267,88341,13542,499469,147716,568046,24918,82,33,18,13
2015,Africa,Transportation,1850974,30949,13185,381353,207886,430295,38078,43,45,19,31
2017,Europe,Transportation,1689106,43165,18818,780039,151563,731148,56737,64,31,29,16
2011,Asia,Energy,2773767,69032,11307,292956,80179,565600,12581,64,17,18,17
2011,South America,Construction,1716353,55443,10189,825897,194738,523580,39414,55,23,20,20
2017,Oceania,Agriculture,2340375,59655,14123,957653,325494,673047,28542,44,14,10,15
2014,Europe,Retail,2548662,42363,14498,722095,295159,466854,25652,57,16,12,16
2014,North America,Transportation,1907551,65809,9692,1745466,12133,598431,13718,82,49,27,15
2011,North America,Manufacturing,1686297,33988,11909,875000,300710,673310,32816,57,16,23,23
2007,Asia,Transportation,328490,37631,15777,34797,91466,437124,33788,64,28,31,16
2019,Africa,Construction,2302872,49521,20811,818014,219607,451883,26675,81,20,19,29
2018,Africa,Construction,2073994,60832,19451,632087,305180,477807,31547,80,30,18,26
2001,Europe,Construction,692927,77592,17348,1011203,391613,450049,11230,82,11,24,12
2015,Asia,Energy,3042664,52220,11003,434151,274250,576500,7100,82,20,38,16
2014,Asia,Transportation,1440315,49740,24785,745012,159524,415246,35306,82,30,13,21
2001,Asia,Retail,2137490,49968,15711,751716,402933,264465,42407,72,29,16,28
2008,Oceania,Construction,984153,34361,18969,684307,73353,507856,25662,83,41,13,14
2015,Asia,Manufacturing,1221064,42850,9661,717000,169182,426244,-919,91,26,21,16
2002,Oceania,Manufacturing,2128819,70755,14365,656883,63011,922572,25528,92,7,32,18
2013,South America,Retail,2250910,64847,13342,291335,174271,263439,19045,72,21,36,27
2022,Asia,Agriculture,1450919,49646,9127,804451,85940,305575,20879,47,28,23,34
2009,Africa,Manufacturing,1782910,53757,14918,727349,216944,498027,11100,69,30,15,24
2015,Oceania,Manufacturing,2281731,28712,15353,1255357,177180,445641,35511,77,7,36,17
2016,Asia,Retail,1770329,67820,9199,540229,255543,757082,26774,54,18,34,34
2003,Europe,Construction,1672321,43853,20955,544611,253346,411704,35605,54,32,22,29
2021,Oceania,Energy,1445077,88667,19871,1357021,211524,360987,19906,57,17,28,18
2016,Oceania,Retail,2689185,22085,10569,169777,322720,891445,24803,40,42,39,18
2016,Asia,Agriculture,1187791,35998,7101,610790,117511,746236,10023,54,11,33,33
2007,Europe,Agriculture,1934665,53662,6571,809310,240622,326516,34699,43,20,17,19
2004,South America,Agriculture,3397174,42886,15708,731155,89154,749674,34934,58,8,16,12
2008,Asia,Energy,3284457,47549,7630,1025450,252710,427548,30772,53,17,16,23
2019,South America,Agriculture,2402425,5182,14117,667528,87251,258652,12625,94,43,36,25
2004,North America,Construction,3511249,88862,14926,987953,187702,602414,38171,57,24,38,10
2005,Europe,Construction,1408711,30594,19451,1281061,221918,816464,24246,53,33,23,30
2016,South America,Agriculture,1951055,80604,8991,821681,324058,246541,30733,56,48,27,33
2016,Africa,Energy,1618561,25345,15028,738116,243785,640624,21960,63,49,12,17
2015,Oceania,Energy,3067689,48391,10659,775823,227347,633453,12578,84,37,35,20
2000,Europe,Transportation,1490584,47290,12511,647800,261100,559010,22446,48,11,37,20
2014,Asia,Manufacturing,1794039,27668,18059,573931,129012,453888,10865,79,26,13,14
2000,South America,Energy,1480077,28796,17227,781694,126558,646783,27720,80,6,19,24
2016,Africa,Agriculture,1830150,56222,15912,866405,344324,711494,31431,84,23,28,27
2001,Asia,Construction,2723104,43365,10565,752321,216730,323216,24695,80,42,20,18
2009,Asia,Manufacturing,790570,75104,27891,588533,281238,626267,26519,71,28,24,23
2020,North America,Energy,2986772,-5569,14204,670730,145997,538694,16218,65,5,34,18
2014,Europe,Energy,1994292,53522,23192,846166,240153,165703,35893,56,27,26,14
2009,Europe,Agriculture,3825355,44691,11831,993972,212197,524889,33946,89,36,29,19
2001,Asia,Transportation,1036479,63105,23932,883879,290730,497778,39208,75,32,21,19
2020,Europe,Agriculture,3184222,59545,15865,1278424,113433,341855,27880,80,7,34,20
2019,Oceania,Construction,3076909,63836,9807,664401,130346,672799,31700,58,46,28,12
2013,North America,Energy,1329457,63348,-2449,970827,212302,423131,25147,74,29,23,21
2016,North America,Agriculture,2008024,20881,14290,611014,283250,463284,30400,47,28,20,27
2012,Asia,Transportation,1621015,56737,18990,700718,149302,529222,28984,91,45,34,33
2018,North America,Retail,1159365,62254,16977,435847,213772,367797,35383,44,33,18,16
2004,Oceania,Construction,3783013,40668,11227,921008,271191,494933,31963,92,32,12,14
2002,North America,Transportation,3142930,47126,8058,655843,248676,722713,44989,74,11,30,28
2011,Europe,Construction,1874854,47564,13206,314393,210530,396258,29741,71,36,14,33
2019,Africa,Agriculture,3365308,63618,15278,934596,256490,415286,36885,87,7,22,12
2018,North America,Transportation,917595,9910,15279,1064449,225327,623598,25974,40,37,24,32
2005,North America,Retail,645279,67539,17161,390293,112866,348961,15889,56,45,24,18
2022,Asia,Energy,1171195,38004,18629,889096,117666,625556,32143,74,47,36,33
2020,Asia,Retail,192020,50955,14882,437223,195363,682095,32205,62,43,28,31
2022,Oceania,Energy,1973705,49888,18627,714801,245946,619282,46041,84,13,10,22
2015,Europe,Agriculture,1011710,63427,17670,360946,251044,353349,32643,52,5,16,31
2012,Africa,Construction,241900,41599,9963,641527,90193,497307,25359,65,19,10,31
2014,North America,Manufacturing,1321717,32285,9805,577580,228338,416615,34941,57,43,17,14
2014,South America,Construction,2693117,53642,18680,791112,202635,246146,51228,81,38,33,34
2003,Oceania,Construction,2685316,101135,17103,842887,278929,479975,31938,71,22,28,33
2000,South America,Transportation,2380139,87962,18127,782910,276934,413824,15270,83,30,25,33
2016,Asia,Construction,2071974,46630,16814,785396,136011,260057,35698,66,44,26,28
2013,South America,Energy,2601404,59630,21523,1016122,227335,612042,37818,90,8,14,32
2019,Africa,Manufacturing,2795782,40193,20768,828271,201240,340985,29204,86,33,10,30
2022,South America,Transportation,3099980,59402,22420,812418,207337,252302,12020,75,9,28,23
2003,North America,Construction,1653948,29576,12359,715663,338701,553687,1834,52,21,33,31
2011,North America,Transportation,2624137,32170,11310,573230,127459,605718,14263,92,35,25,23
2009,Asia,Agriculture,2148652,25490,23342,797916,311923,697664,23692,94,10,25,25
2005,Europe,Transportation,1513522,41441,20478,863832,119861,669014,31269,57,10,39,32
2020,Europe,Energy,2193164,61151,18560,924710,310476,749135,29040,90,27,13,30
2001,Europe,Agriculture,641898,35755,13709,443234,163865,384388,21400,84,39,34,24
2004,North America,Construction,1822850,59197,9202,1049508,307071,319013,39210,84,35,31,33
2014,Africa,Manufacturing,1736961,62822,11751,789909,319651,368684,16455,83,5,33,11
2007,North America,Agriculture,2313706,71432,13991,688876,106566,350536,33629,65,46,36,34
2008,Asia,Transportation,2133656,63624,19534,681219,227543,316333,37754,43,19,29,11
2019,North America,Retail,2311682,31960,22955,513971,232960,324161,57876,64,5,20,10
2013,Oceania,Manufacturing,2057724,37117,11751,755673,212904,714049,32978,92,26,37,13
2009,Europe,Manufacturing,2322076,38554,8591,499844,266332,490860,23717,72,5,16,31
2002,North America,Agriculture,2488228,23219,13431,858630,210773,629404,43118,52,39,32,13
2003,Asia,Transportation,1951838,50759,23568,908341,104553,442976,15013,78,42,38,14
2006,South America,Agriculture,2257136,49482,17410,216270,196548,530302,16803,68,34,34,28
2004,Africa,Construction,1304328,66496,13089,62131,298016,424803,28015,70,47,24,29
2013,Africa,Manufacturing,1759594,9867,18524,728744,242013,304004,22667,94,47,10,25
2003,Europe,Retail,3008635,-1223,20654,641531,121581,277479,14325,75,20,10,32
2013,Asia,Transportation,1770166,42697,18977,499949,203398,745688,28692,88,35,31,31
2001,Asia,Manufacturing,1570115,50110,3436,1023987,244137,467414,44300,94,25,28,28
2000,North America,Retail,1965321,35747,19472,795354,86213,599542,10867,53,42,13,17
2012,Europe,Transportation,1741880,69605,15428,751988,265611,927964,26850,58,36,27,17
2017,Europe,Agriculture,2326605,63035,10584,342083,216038,724105,23167,48,19,24,20
2017,Africa,Energy,2257393,27706,17798,539844,193702,363771,40486,60,30,30,29
2015,North America,Transportation,1417728,33997,21241,1002510,147585,535681,33037,82,43,39,31
2018,Asia,Manufacturing,2118748,30977,11083,605721,133636,528670,17347,52,46,11,25
2011,South America,Energy,2739375,73446,19303,287559,144691,500731,38539,74,21,11,27
2013,Europe,Construction,1796710,63010,14853,641778,383647,222186,27205,51,35,15,19
2004,South America,Agriculture,2310714,29246,17172,550535,290533,682197,19752,65,17,12,17
2022,Asia,Manufacturing,1110229,62918,15560,647721,79397,719360,10735,61,37,13,10
2011,South America,Transportation,971645,45787,17691,524295,210010,472143,24647,68,25,23,12
2006,Asia,Manufacturing,1155939,50702,17354,281189,61942,234147,23543,80,30,37,25
2017,Asia,Agriculture,2121447,41070,16192,347436,215255,432924,36409,62,10,12,32
2005,Europe,Agriculture,3075848,52616,15634,533877,184746,342154,10074,88,43,17,19
2019,Oceania,Agriculture,2969880,22719,22204,1191638,151069,476362,11218,57,29,27,26
2012,Europe,Transportation,2739898,32526,16797,619885,152139,497456,23637,66,36,30,31
2005,Asia,Retail,2009129,64143,12509,563624,263458,538946,19281,74,9,18,12
2012,Europe,Construction,918342,46999,24856,447510,100823,423061,14800,79,12,12,28
2008,South America,Transportation,2544946,52421,20708,412177,187448,509000,12572,61,28,20,22
2017,Asia,Construction,2454864,50806,20093,470981,85997,522211,-1138,85,5,18,16
2007,Oceania,Agriculture,1876048,65397,21553,653415,292393,483966,25466,49,6,32,18
2011,South America,Manufacturing,2354505,65929,14023,861654,293549,316957,46888,65,35,37,29
2008,Oceania,Agriculture,1400190,57392,21488,745691,161822,758581,13497,40,16,18,20
2010,North America,Construction,2499818,63624,12640,817389,298035,261227,32672,59,5,16,11
2007,Europe,Energy,1971873,32596,16468,822876,288316,401361,2928,91,46,19,18
2004,Asia,Manufacturing,2407285,47420,15087,557735,216293,724817,24209,41,46,34,31
2004,Europe,Retail,2159655,67698,9368,941457,77170,668349,33545,87,13,13,28
2001,Oceania,Energy,2154328,80959,17281,488980,231561,410385,16105,50,7,10,19
2008,North America,Construction,1698954,21145,14014,530785,138561,479694,12769,60,49,32,32
2007,South America,Manufacturing,3717487,60678,14277,666937,229647,75532,25607,84,27,38,26
2005,South America,Construction,711438,78489,-997,765390,120097,528706,41294,55,25,37,18
2008,Africa,Construction,1750087,40850,16874,829913,266689,557889,35125,59,20,15,12
2011,Oceania,Transportation,623757,74135,12118,740223,220650,750872,28401,42,37,21,19
2014,Africa,Retail,2449881,61217,20964,498188,104675,596861,6523,87,11,15,13
2019,Europe,Manufacturing,2539422,59508,17371,1486787,224494,649877,17195,67,26,11,24
2011,Europe,Construction,931580,48147,7450,583360,67134,499268,6592,43,30,29,28
2013,Europe,Agriculture,1642711,9605,25047,648334,158512,609391,8899,91,19,26,24
2021,Africa,Construction,1533311,42906,5597,449761,207680,643428,22602,84,21,15,22
2000,Oceania,Transportation,1345537,54296,10128,543823,130749,541538,29048,73,49,35,23
2004,Oceania,Manufacturing,-335069,59548,10560,462099,292684,696276,25155,88,18,30,11
2002,North America,Manufacturing,1537986,28575,22473,601170,212382,188890,37521,46,16,13,11
2010,North America,Energy,1731109,57157,13941,1102409,222819,371760,21569,70,25,21,26
2002,Asia,Transportation,-315672,48385,20981,448595,194032,306649,24257,40,8,17,16
2018,Africa,Transportation,3865702,30944,14989,1020187,286406,446686,7849,89,12,37,12
2012,Asia,Manufacturing,1562439,67807,19715,636887,234763,619545,32089,62,44,27,33
2018,South America,Energy,3267406,45144,16996,1141012,194565,433184,28124,56,24,38,20
2015,Asia,Retail,2288242,70128,17009,717456,332963,261567,23681,51,48,38,14
2017,South America,Agriculture,2871192,42724,11093,966818,326258,462309,44589,40,23,39,25
2016,North America,Construction,1376325,50404,11417,1027992,218919,586528,45328,55,36,17,16
2008,Asia,Energy,2077659,56667,4700,582554,164623,703139,36284,50,21,17,30
2014,Africa,Transportation,3124519,27708,20180,1015595,215550,507603,24959,43,29,26,20
2005,North America,Manufacturing,912001,44836,15788,678410,237773,441201,9733,81,11,36,24
2015,Africa,Construction,800534,44824,15747,593857,185586,583046,31035,56,37,17,34
2011,Asia,Retail,2439759,51230,13312,574741,315493,656899,47637,56,45,30,34
2009,Africa,Agriculture,1744686,27944,15301,935366,242440,423262,16458,60,38,31,30
2018,Europe,Energy,2462079,77440,14309,812971,122428,778150,18467,87,42,34,22
2014,North America,Transportation,3302526,67910,15285,821621,132064,842091,24538,79,28,33,23
2020,Africa,Transportation,2180418,40702,7208,477490,308740,497575,38265,49,48,25,10
2017,Africa,Agriculture,1476747,59063,20405,874303,183937,516233,14519,75,26,39,20
2001,Africa,Energy,2280831,66527,22884,62108,77956,218107,22161,84,41,34,26
2001,Asia,Agriculture,3089731,50040,16493,972081,200321,669446,23515,87,44,22,12
2014,Oceania,Retail,1039239,68063,15725,387334,221920,404014,28752,77,8,23,11
2011,Oceania,Construction,2348891,47300,9352,638991,294148,337772,18632,78,44,31,26
2000,Europe,Transportation,2348103,23312,10517,1030976,252202,340801,22519,85,38,36,14
2018,Oceania,Transportation,2632366,69807,17010,614692,191950,502311,8347,46,38,36,26
2012,South America,Construction,2103278,26945,8375,219171,305883,459683,19931,49,44,14,16
2010,South America,Manufacturing,2751642,24530,15499,329391,59527,162457,4442,92,13,18,30
2001,Asia,Manufacturing,1824369,32839,10717,461368,248145,293214,37511,53,41,34,23
2003,North America,Energy,1995292,64807,23902,469672,264013,369082,42225,40,8,14,16
2021,North America,Retail,1800997,55751,13500,561518,183091,374642,35355,69,39,11,27
2019,Oceania,Energy,2219956,76516,23805,381744,77716,530443,18183,72,44,11,21
2019,Europe,Construction,2458469,64265,9945,748550,165912,352103,17859,44,10,25,28
2006,Africa,Agriculture,2363142,19513,18610,474499,82268,819487,18200,43,25,18,33
2021,Asia,Construction,2626664,34035,20982,484411,253239,585016,26125,78,49,27,17
2004,North America,Retail,1226391,22313,9508,612213,46462,670023,22000,41,47,12,33
2016,South America,Agriculture,406460,47269,13583,929642,269885,638311,50069,86,29,33,19
2014,Africa,Transportation,1853088,85430,20950,511571,255515,258993,24201,49,35,33,18
2012,North America,Transportation,2071488,68215,19474,795834,89421,526376,39357,86,42,13,19
2002,Asia,Transportation,3339646,58270,20294,1190959,342014,543481,20812,60,36,23,25
2014,Europe,Construction,168524,43982,16833,445211,229419,511247,24811,88,45,26,23
2005,Europe,Manufacturing,2081116,69903,23918,264929,169693,126055,12067,94,23,35,28
2021,Africa,Agriculture,2683515,37780,15130,667936,265530,559179,23516,85,33,24,21
2007,Asia,Energy,2469898,41426,13199,681244,179064,570524,19902,73,44,22,12
2016,Asia,Energy,1843624,56229,17485,482889,100236,562286,15140,85,42,30,29
2012,Asia,Agriculture,700782,18844,14521,461563,232399,823355,27716,90,43,19,24
2012,Europe,Energy,2331645,90150,18147,1010491,345727,770583,23659,41,14,33,33
2007,South America,Manufacturing,2928495,33400,13467,1077521,346136,-63641,2537,90,38,18,17
2012,Africa,Agriculture,1643418,43658,17841,781587,150047,431666,33098,71,43,19,21
2013,Africa,Transportation,2193175,54289,10125,672024,215778,532082,35991,47,28,30,27
2007,Asia,Construction,721469,75249,11618,991016,84781,349677,8860,46,31,25,34
2005,Africa,Manufacturing,1600423,30806,14047,943157,77798,241485,29082,60,19,29,29
2017,South America,Energy,1485719,39067,17379,554946,127211,455864,26155,43,41,12,33
2005,North America,Manufacturing,2725000,77192,16034,705117,-34229,143057,54725,56,22,36,30
2001,Africa,Manufacturing,2664764,80030,21393,955147,163575,522222,40329,70,20,13,31
2004,Asia,Retail,1857632,52495,22231,708859,168387,471928,29021,64,9,22,12
2016,Africa,Manufacturing,2671150,49787,18067,731522,124209,577226,34691,77,12,28,11
2017,Asia,Agriculture,1534675,71156,14869,735344,133719,736342,2278,83,35,16,10
2014,South America,Agriculture,2734253,63024,15050,497019,164418,538170,20634,69,10,31,11
2017,North America,Construction,2646220,50204,20587,615905,170212,582038,37395,86,16,19,24
2016,Asia,Manufacturing,1456705,51538,12675,795843,189274,632737,20005,70,24,11,11
2014,North America,Energy,2726779,42045,15817,768924,225957,92026,27262,48,29,27,23
2008,Asia,Transportation,2599153,35256,12907,287646,74000,553980,20199,71,34,20,14
2006,Oceania,Construction,2743399,51782,19970,952202,200160,587324,30723,81,23,13,30
2010,North America,Manufacturing,1679339,22021,14783,696215,261793,614829,22545,89,48,24,11
2000,Oceania,Transportation,1162016,66672,7470,822457,163068,733871,22246,68,45,15,26
2012,Asia,Transportation,1677090,23632,22284,601053,97920,396805,26155,89,39,21,28
2003,South America,Manufacturing,2114284,47666,17551,634208,74952,378998,5200,56,31,12,24
2010,Asia,Energy,1143370,60468,20586,252390,336701,289804,13177,44,25,34,20
2007,South America,Retail,1773603,28766,22211,503121,181949,283933,28305,64,30,12,22
2018,South America,Transportation,2528285,40219,24033,657417,236105,677301,31126,84,39,29,18
2012,South America,Manufacturing,2587685,41674,12293,1036230,120905,406944,12864,73,31,11,24
2001,North America,Agriculture,1551855,70742,10227,751554,79800,753726,33648,81,18,18,34
2008,Oceania,Transportation,2899533,65117,21501,923110,117704,686045,17317,83,40,35,25
2007,Oceania,Construction,1620840,93684,22043,674213,272568,522617,7713,80,40,14,20
2019,Europe,Manufacturing,2463323,44935,5756,111959,251322,228549,-3164,85,25,20,26
2021,Europe,Construction,2182842,32312,16204,562727,308843,725682,31742,77,8,21,33
2015,Africa,Retail,87300,29454,9831,569148,288804,98766,33086,86,9,30,12
2011,Oceania,Retail,2050911,41744,9371,710740,188162,624965,28771,66,33,16,16
2013,North America,Construction,1741447,87861,14948,902164,157631,570089,44103,57,15,10,21
2016,North America,Retail,2544594,53130,13508,900091,260284,699170,33662,60,38,25,18
2015,Asia,Transportation,1937817,55220,15551,739401,307067,432452,22383,81,30,37,11
2014,Oceania,Transportation,1998024,72887,5771,704156,214687,430678,29844,92,27,35,26
2006,Asia,Transportation,1757384,21456,2313,602965,265633,567908,27910,64,23,24,11
2003,North America,Agriculture,2793349,68229,12337,757417,106592,63744,30954,52,40,38,14
2004,Africa,Agriculture,1480840,39969,12831,488864,226864,461580,44057,41,34,23,14
2001,Oceania,Agriculture,2887782,40186,12731,648071,218249,438362,36690,52,20,33,17
2017,Europe,Transportation,3836914,64892,13655,801235,176921,593035,31557,76,13,27,19
2010,Asia,Transportation,1545418,46311,13990,882111,111855,495538,16090,70,45,12,23
2018,Europe,Construction,1632411,57870,14936,465934,216563,647000,17159,72,45,16,14
2000,North America,Manufacturing,2579997,75354,12103,585060,208036,261137,16718,71,5,20,10
2015,Africa,Construction,2537521,72005,15774,686762,208599,694410,17320,67,45,20,23
2010,Oceania,Energy,1476738,48169,21318,589370,164919,500021,31400,62,22,10,31
2002,North America,Construction,3427638,43335,16881,605818,192126,756021,19183,82,6,26,20
2021,Europe,Energy,1132408,40753,17883,1191038,187801,599688,18264,89,26,18,26
2010,Oceania,Retail,2958357,47220,23030,884246,311942,452000,36492,60,32,11,34
2020,South America,Construction,1215687,44607,14755,487027,112125,607434,35769,82,48,35,24
2010,North America,Transportation,1964930,36963,21846,426095,349973,454085,3487,43,39,13,20
2017,Africa,Energy,2343915,25106,14449,763100,237676,179004,18324,43,40,27,13
2005,South America,Manufacturing,3509438,79505,10605,518534,275900,405232,43290,42,8,34,15
2009,Asia,Manufacturing,2094921,68744,21585,502072,262029,471664,34353,46,41,15,33
2011,North America,Construction,1740752,35603,9160,522412,175486,519638,21955,54,35,20,17
2016,Oceania,Transportation,2311601,26207,5001,1254411,161390,884116,34753,46,30,13,12
2005,Africa,Transportation,313862,57659,20612,1147344,119245,400168,27756,58,29,14,24
2019,South America,Energy,1885144,48624,15292,677291,99187,344348,20081,42,26,29,17
2009,Europe,Energy,3806958,75778,21954,410392,134736,320315,20313,91,30,13,29
2004,Africa,Transportation,1679126,24994,18068,963231,281760,357297,33548,78,43,27,14
2016,North America,Transportation,1387601,72043,13901,819379,128548,656513,25272,40,17,33,17
2014,Africa,Construction,1382395,51355,11098,697751,218625,444038,23898,42,24,17,17
2009,South America,Agriculture,2805871,28134,27278,699180,281192,505309,27866,41,44,29,32
2022,North America,Transportation,1764828,32953,20724,852867,227386,603086,16520,44,35,17,23
2011,Oceania,Energy,2269751,40673,10036,707640,202757,456271,31027,54,34,37,19
2015,Oceania,Transportation,2255759,58003,11295,679381,145388,566616,23822,48,19,24,30
2015,South America,Agriculture,1090757,38625,14425,413778,205698,403959,31473,90,41,14,26
2008,Oceania,Agriculture,2118606,41715,23980,1212331,194184,359403,34817,77,9,16,34
2020,Africa,Agriculture,2556068,47835,22263,708650,215552,245782,25838,79,21,18,12
2000,South America,Transportation,1277713,10639,5889,516147,186765,491713,8116,69,9,39,11
2001,Africa,Construction,1997767,68514,10499,703819,251895,722900,19789,66,35,24,13
2016,North America,Construction,1961247,51401,16152,1243664,233967,453596,25980,57,39,35,29
2000,Europe,Energy,1856361,55193,22217,944355,286282,366464,43074,49,6,32,20
